,Unnamed: 0,path,plot_center_x,plot_center_y,tree_density,average_height,year,site,geometry,nlcd
0,0,/orange/idtrees-collab/draped/2019_SCBI_3_742000_4306000_image.shp,742121.7014428396,4306105.680591537,22,19.047545486363497,2019,SCBI,POINT (742121.7014428396 4306105.680591537),41
1,1,/orange/idtrees-collab/draped/2019_SCBI_3_746000_4306000_image.shp,746845.2265642585,4306074.721631936,20,15.761054898738859,2019,SCBI,POINT (746845.2265642585 4306074.721631936),21
2,2,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4305000_image.shp,745403.2748309609,4305283.385735281,0,,2019,SCBI,POINT (745403.2748309609 4305283.385735281),81
3,3,/orange/idtrees-collab/draped/2019_SCBI_3_742000_4311000_image.shp,742576.3251588575,4311103.963850909,13,21.664807533851036,2019,SCBI,POINT (742576.3251588575 4311103.963850909),21
4,4,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4309000_image.shp,745996.4397085354,4309282.697959232,4,32.41327558994293,2019,SCBI,POINT (745996.4397085354 4309282.697959232),41
5,5,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4304000_image.shp,743461.2894429223,4304033.08312001,26,24.45138843793136,2019,SCBI,POINT (743461.2894429223 4304033.08312001),41
6,6,/orange/idtrees-collab/draped/2019_SCBI_3_744000_4305000_image.shp,744109.4577040363,4305224.117125646,14,24.6586499616078,2019,SCBI,POINT (744109.4577040363 4305224.117125646),43
7,7,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4310000_image.shp,745496.0273226098,4310884.8904182585,0,,2019,SCBI,POINT (745496.0273226098 4310884.890418258),81
8,8,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4305000_image.shp,748380.5049162281,4305453.021562208,22,23.77909559856761,2019,SCBI,POINT (748380.5049162281 4305453.021562208),41
9,9,/orange/idtrees-collab/draped/2019_SCBI_3_751000_4307000_image.shp,751997.9318600032,4307139.491849183,24,18.11689992467562,2019,SCBI,POINT (751997.9318600032 4307139.491849183),41
10,10,/orange/idtrees-collab/draped/2019_SCBI_3_750000_4305000_image.shp,750336.9912870687,4305018.201826371,17,25.451858996223002,2019,SCBI,POINT (750336.9912870687 4305018.201826371),41
11,11,/orange/idtrees-collab/draped/2019_SCBI_3_746000_4303000_image.shp,746279.7678504061,4303807.550817725,16,26.87756887316704,2019,SCBI,POINT (746279.7678504061 4303807.550817725),41
12,12,/orange/idtrees-collab/draped/2019_SCBI_3_742000_4309000_image.shp,742601.6827711199,4309253.265079415,24,28.10164997617404,2019,SCBI,POINT (742601.6827711199 4309253.265079415),41
13,13,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4309000_image.shp,745571.9193620373,4309216.312301047,23,26.647782693945842,2019,SCBI,POINT (745571.9193620373 4309216.312301047),41
14,14,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4309000_image.shp,743752.7117534522,4309043.024730729,26,31.44597310506381,2019,SCBI,POINT (743752.7117534522 4309043.024730729),41
15,15,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4310000_image.shp,745939.4266766296,4310763.359740526,0,,2019,SCBI,POINT (745939.4266766296 4310763.359740526),22
16,16,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4311000_image.shp,748632.8717176896,4311354.244239259,26,26.654542352969827,2019,SCBI,POINT (748632.8717176896 4311354.244239259),43
17,17,/orange/idtrees-collab/draped/2019_SCBI_3_742000_4311000_image.shp,742346.0339594395,4311697.5057052085,7,12.125800044195996,2019,SCBI,POINT (742346.0339594395 4311697.505705209),21
18,18,/orange/idtrees-collab/draped/2019_SCBI_3_747000_4309000_image.shp,747555.89393258,4309391.373962142,22,37.61476367343555,2019,SCBI,POINT (747555.89393258 4309391.373962142),41
19,19,/orange/idtrees-collab/draped/2019_SCBI_3_747000_4302000_image.shp,747103.6914801069,4302311.596418578,29,19.565500005524736,2019,SCBI,POINT (747103.6914801069 4302311.596418578),41
20,20,/orange/idtrees-collab/draped/2019_SCBI_3_751000_4305000_image.shp,751293.7612436478,4305956.7278958205,19,22.081426348937182,2019,SCBI,POINT (751293.7612436478 4305956.727895821),41
21,21,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4308000_image.shp,745112.6647919349,4308604.318433713,14,13.244528499330794,2019,SCBI,POINT (745112.6647919349 4308604.318433713),21
22,22,/orange/idtrees-collab/draped/2019_SCBI_3_751000_4304000_image.shp,751931.8603684169,4304102.818281414,22,22.85170002590526,2019,SCBI,POINT (751931.8603684169 4304102.818281414),41
23,23,/orange/idtrees-collab/draped/2019_SCBI_3_745000_4311000_image.shp,745118.3551502291,4311017.7047192985,15,11.627386697769165,2019,SCBI,POINT (745118.3551502291 4311017.704719299),81
24,24,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4305000_image.shp,743276.0670025019,4305106.038015798,19,29.533247350391587,2019,SCBI,POINT (743276.0670025019 4305106.038015798),41
25,25,/orange/idtrees-collab/draped/2019_SCBI_3_749000_4307000_image.shp,749404.8960162691,4307805.107061546,26,31.40405772062449,2019,SCBI,POINT (749404.8960162691 4307805.107061546),41
26,26,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4305000_image.shp,748119.5880760448,4305276.877411032,23,24.619200098203567,2019,SCBI,POINT (748119.5880760448 4305276.877411032),41
27,27,/orange/idtrees-collab/draped/2019_SCBI_3_742000_4304000_image.shp,742522.9693601199,4304896.751912489,24,18.288549879391987,2019,SCBI,POINT (742522.9693601199 4304896.751912489),43
28,28,/orange/idtrees-collab/draped/2019_SCBI_3_746000_4311000_image.shp,746370.3718776638,4311351.774791255,19,27.618147485632647,2019,SCBI,POINT (746370.3718776638 4311351.774791255),41
29,29,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4307000_image.shp,748714.0017242158,4307605.426044224,8,17.604162362813952,2019,SCBI,POINT (748714.0017242158 4307605.426044224),41
30,30,/orange/idtrees-collab/draped/2019_SCBI_3_749000_4309000_image.shp,749074.4007508705,4309829.928103553,12,24.88437499046325,2019,SCBI,POINT (749074.4007508705 4309829.928103553),43
31,31,/orange/idtrees-collab/draped/2019_SCBI_3_750000_4306000_image.shp,750334.6582811311,4306021.940932428,25,9.536491992855073,2019,SCBI,POINT (750334.6582811311 4306021.940932428),41
32,32,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4302000_image.shp,743950.0532623061,4302220.567351744,24,21.06260419368744,2019,SCBI,POINT (743950.0532623061 4302220.567351744),41
33,33,/orange/idtrees-collab/draped/2019_SCBI_3_744000_4304000_image.shp,744524.5581552744,4304625.44312394,24,9.619687527219458,2019,SCBI,POINT (744524.5581552744 4304625.44312394),41
34,34,/orange/idtrees-collab/draped/2019_SCBI_3_750000_4303000_image.shp,750789.5675890379,4303841.202367006,0,,2019,SCBI,POINT (750789.5675890379 4303841.202367006),81
35,35,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4304000_image.shp,748264.5852931967,4304505.566205853,5,19.297179807662964,2019,SCBI,POINT (748264.5852931967 4304505.566205853),21
36,36,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4308000_image.shp,743794.2034666269,4308409.02189955,22,16.389472716396504,2019,SCBI,POINT (743794.2034666269 4308409.02189955),41
37,37,/orange/idtrees-collab/draped/2019_SCBI_3_750000_4305000_image.shp,750296.3660697044,4305841.846424914,30,15.278726621150966,2019,SCBI,POINT (750296.3660697044 4305841.846424914),71
38,38,/orange/idtrees-collab/draped/2019_SCBI_3_744000_4310000_image.shp,744614.0426460294,4310197.251225806,29,12.555462096148524,2019,SCBI,POINT (744614.0426460294 4310197.251225806),21
39,39,/orange/idtrees-collab/draped/2019_SCBI_3_749000_4306000_image.shp,749818.6485456029,4306826.973395476,25,30.768024018859855,2019,SCBI,POINT (749818.6485456029 4306826.973395476),41
40,40,/orange/idtrees-collab/draped/2019_SCBI_3_746000_4305000_image.shp,746238.5212091034,4305324.06414959,17,31.316494059843173,2019,SCBI,POINT (746238.5212091034 4305324.06414959),41
41,41,/orange/idtrees-collab/draped/2019_SCBI_3_750000_4307000_image.shp,750968.4540778608,4307810.069905972,24,20.55007919669152,2019,SCBI,POINT (750968.4540778608 4307810.069905972),41
42,42,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4303000_image.shp,748363.5151417421,4303058.384002258,23,34.77229138415793,2019,SCBI,POINT (748363.5151417421 4303058.384002258),41
43,43,/orange/idtrees-collab/draped/2019_SCBI_3_749000_4305000_image.shp,749267.567620083,4305505.919880247,34,20.168876457915584,2019,SCBI,POINT (749267.567620083 4305505.919880247),41
44,44,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4302000_image.shp,743149.3279567881,4302800.653458498,22,23.707967995296826,2019,SCBI,POINT (743149.3279567881 4302800.653458498),41
45,45,/orange/idtrees-collab/draped/2019_SCBI_3_749000_4302000_image.shp,749409.0637234844,4302406.882232063,24,22.086908301909762,2019,SCBI,POINT (749409.0637234844 4302406.882232063),41
46,46,/orange/idtrees-collab/draped/2019_SCBI_3_750000_4309000_image.shp,750043.9030618784,4309858.945920529,15,29.42046673393249,2019,SCBI,POINT (750043.9030618784 4309858.945920529),41
47,47,/orange/idtrees-collab/draped/2019_SCBI_3_743000_4303000_image.shp,743210.0103236982,4303110.129721084,21,23.03639999571301,2019,SCBI,POINT (743210.0103236982 4303110.129721084),41
48,48,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4308000_image.shp,748698.5465518826,4308119.195401028,4,4.742474874258042,2019,SCBI,POINT (748698.5465518826 4308119.195401028),43
49,49,/orange/idtrees-collab/draped/2019_SCBI_3_747000_4303000_image.shp,747813.6985315378,4303488.526290094,30,19.42422331492106,2019,SCBI,POINT (747813.6985315378 4303488.526290094),41
50,50,/orange/idtrees-collab/draped/2019_SCBI_3_748000_4311000_image.shp,748302.149902247,4311623.152069568,24,20.676250045299533,2019,SCBI,POINT (748302.149902247 4311623.152069568),43
