,index,geo_index,height_mean,height_std,area_mean,area_std,Site,Year,0
694,457,320000_4094000,12.30898630895195,7.48877711599165,15.289222985163743,16.102423926924473,TEAK,2019,26460
695,457,320000_4094000,12.30898630895195,7.48877711599165,15.289222985163743,16.102423926924473,TEAK,2018,20579
696,458,320000_4095000,10.949969999451929,6.829512710786572,16.989847324338328,18.600591102173034,TEAK,2018,17058
697,458,320000_4095000,10.949969999451929,6.829512710786572,16.989847324338328,18.600591102173034,TEAK,2019,22110
698,459,320000_4098000,13.092631337093195,6.124002524022278,14.366501473102044,14.068167237224456,TEAK,2019,25808
699,459,320000_4098000,13.092631337093195,6.124002524022278,14.366501473102044,14.068167237224456,TEAK,2018,19674
700,460,320000_4099000,16.74581103077338,9.165617350043933,22.596567806594976,20.418240612571935,TEAK,2018,16498
701,460,320000_4099000,16.74581103077338,9.165617350043933,22.596567806594976,20.418240612571935,TEAK,2019,21603
702,461,320000_4100000,13.732278479155287,8.459283107404769,23.16346655381154,21.58866893007665,TEAK,2018,11518
703,461,320000_4100000,13.732278479155287,8.459283107404769,23.16346655381154,21.58866893007665,TEAK,2019,14479
704,462,320000_4103000,13.073961536835222,6.871656322519009,18.57830444410552,15.974843248915201,TEAK,2019,18143
705,462,320000_4103000,13.073961536835222,6.871656322519009,18.57830444410552,15.974843248915201,TEAK,2018,15722
706,463,320000_4104000,10.050261171909545,5.32874697522347,18.429957712870113,16.82751486068641,TEAK,2018,13046
707,463,320000_4104000,10.050261171909545,5.32874697522347,18.429957712870113,16.82751486068641,TEAK,2019,14622
708,464,320000_4105000,9.654964041646243,5.196916891888406,19.61906280522506,17.784309016794598,TEAK,2019,10251
709,464,320000_4105000,9.654964041646243,5.196916891888406,19.61906280522506,17.784309016794598,TEAK,2018,10225
710,465,320000_4106000,8.069832960919216,3.773139005571808,21.93495411734273,20.340259584370386,TEAK,2019,4040
711,465,320000_4106000,8.069832960919216,3.773139005571808,21.93495411734273,20.340259584370386,TEAK,2018,4242
712,466,320000_4107000,8.099347190099284,3.768176663362359,18.14074490512179,16.30592977817769,TEAK,2019,4868
713,466,320000_4107000,8.099347190099284,3.768176663362359,18.14074490512179,16.30592977817769,TEAK,2018,5093
714,467,320000_4873000,13.576631311770859,3.815265947818853,16.362818202626496,11.793450973532517,BART,2019,39401
715,468,320000_4874000,15.932257255187354,4.063679698776124,20.8109021116599,15.59336148173536,BART,2019,36241
716,468,320000_4874000,15.932257255187354,4.063679698776124,20.8109021116599,15.59336148173536,BART,2018,35269
717,469,320000_4875000,14.696040835111933,4.336600549138023,22.317409523282276,16.741063677524526,BART,2018,30113
718,469,320000_4875000,14.696040835111933,4.336600549138023,22.317409523282276,16.741063677524526,BART,2019,33605
719,470,320000_4876000,17.032184478868686,3.7139103363422534,20.79055401667746,13.75600379377966,BART,2018,32794
720,470,320000_4876000,17.032184478868686,3.7139103363422534,20.79055401667746,13.75600379377966,BART,2019,36879
721,471,320000_4877000,15.255682856070813,3.686528162610132,20.310895270340176,13.16306804944246,BART,2019,38081
722,471,320000_4877000,15.255682856070813,3.686528162610132,20.310895270340176,13.16306804944246,BART,2018,34735
723,472,320000_4878000,11.900258126387357,3.613017929666677,16.88456301325923,10.84668793287494,BART,2019,47147
724,472,320000_4878000,11.900258126387357,3.613017929666677,16.88456301325923,10.84668793287494,BART,2018,43096
725,473,320000_4879000,8.547457335182079,2.9226454509975617,13.409797252126431,8.965189023638507,BART,2018,51053
726,473,320000_4879000,8.547457335182079,2.9226454509975617,13.409797252126431,8.965189023638507,BART,2019,64016
727,474,320000_4880000,11.10210518811061,3.364731573711595,17.40429845635285,12.092872640177374,BART,2019,45478
728,474,320000_4880000,11.10210518811061,3.364731573711595,17.40429845635285,12.092872640177374,BART,2018,40290
729,475,320000_4882000,15.262215999375153,4.9160606454590265,20.7645346329183,14.401144790654149,BART,2019,29175
730,475,320000_4882000,15.262215999375153,4.9160606454590265,20.7645346329183,14.401144790654149,BART,2018,23665
731,476,321000_3618000,7.825014684041342,8.07150770549728,24.843333333924335,17.147169834732704,JORN,2019,3
732,477,321000_4091000,9.65428224618039,5.733869984520712,20.523390841928816,20.621495490154953,TEAK,2019,16356
733,477,321000_4091000,9.65428224618039,5.733869984520712,20.523390841928816,20.621495490154953,TEAK,2018,17494
734,478,321000_4093000,11.460991954224573,8.036407151503491,19.276553328634012,19.176875902402667,TEAK,2018,18357
735,478,321000_4093000,11.460991954224573,8.036407151503491,19.276553328634012,19.176875902402667,TEAK,2019,22906
736,479,321000_4094000,11.285751481676433,7.50803192761668,16.93898187281225,17.269339333353383,TEAK,2019,17739
737,479,321000_4094000,11.285751481676433,7.50803192761668,16.93898187281225,17.269339333353383,TEAK,2018,14202
738,480,321000_4095000,10.772572729097957,5.506806633774838,11.243169743418981,10.007170376976724,TEAK,2019,35802
739,480,321000_4095000,10.772572729097957,5.506806633774838,11.243169743418981,10.007170376976724,TEAK,2018,28118
740,481,321000_4096000,11.338301965656022,6.069764755096229,13.804740342890176,13.642176665427941,TEAK,2018,22775
741,481,321000_4096000,11.338301965656022,6.069764755096229,13.804740342890176,13.642176665427941,TEAK,2019,29544
742,482,321000_4097000,10.816842613730362,6.181712642003548,13.116159554061612,13.453995529593763,TEAK,2018,24385
743,482,321000_4097000,10.816842613730362,6.181712642003548,13.116159554061612,13.453995529593763,TEAK,2019,31947
744,483,321000_4098000,11.733368677877104,7.676419008456808,16.76265010787351,16.383542807233262,TEAK,2018,18799
745,483,321000_4098000,11.733368677877104,7.676419008456808,16.76265010787351,16.383542807233262,TEAK,2019,23837
746,484,321000_4101000,12.449778312633397,7.122830439228562,18.729661698193404,17.51886696901953,TEAK,2018,14044
747,484,321000_4101000,12.449778312633397,7.122830439228562,18.729661698193404,17.51886696901953,TEAK,2019,15811
748,485,321000_4102000,11.64334742726121,6.46931922966764,20.072168584725226,17.981756076481773,TEAK,2019,11810
749,485,321000_4102000,11.64334742726121,6.46931922966764,20.072168584725226,17.981756076481773,TEAK,2018,10956
750,486,321000_4103000,10.625354457452794,5.718806492075837,18.116369062256318,16.29123052149247,TEAK,2018,16778
751,486,321000_4103000,10.625354457452794,5.718806492075837,18.116369062256318,16.29123052149247,TEAK,2019,15726
752,487,321000_4104000,9.513237122594647,5.299184900659039,17.297147242612482,16.26472950502706,TEAK,2019,18080
753,487,321000_4104000,9.513237122594647,5.299184900659039,17.297147242612482,16.26472950502706,TEAK,2018,18404
754,488,321000_4106000,9.038693868124545,4.775371537157031,20.157023809504576,17.79112731206178,TEAK,2019,8519
755,488,321000_4106000,9.038693868124545,4.775371537157031,20.157023809504576,17.79112731206178,TEAK,2018,8785
756,489,321000_4107000,9.540997601584738,5.001475123588101,20.071040209770093,17.531451797929662,TEAK,2018,11719
757,489,321000_4107000,9.540997601584738,5.001475123588101,20.071040209770093,17.531451797929662,TEAK,2019,11161
758,490,321000_4873000,15.177243161632108,4.251483454229437,19.68339624756902,14.800598937735556,BART,2019,35763
759,491,321000_4874000,16.10996471732658,4.452325461114499,22.126547068380084,16.894905598828117,BART,2019,31939
760,491,321000_4874000,16.10996471732658,4.452325461114499,22.126547068380084,16.894905598828117,BART,2018,31830
761,492,321000_4875000,13.644560642763832,5.09040854934573,21.767769318744783,16.025672094784923,BART,2019,36062
762,492,321000_4875000,13.644560642763832,5.09040854934573,21.767769318744783,16.025672094784923,BART,2018,33948
763,493,321000_4877000,14.01137724486517,3.775984369938067,18.71127703198176,11.791144245137797,BART,2018,38587
764,493,321000_4877000,14.01137724486517,3.775984369938067,18.71127703198176,11.791144245137797,BART,2019,41411
765,494,321000_4879000,9.257406765648536,3.087091783657002,15.17512759012009,10.223503370096159,BART,2018,45414
766,494,321000_4879000,9.257406765648536,3.087091783657002,15.17512759012009,10.223503370096159,BART,2019,52556
767,495,321000_4880000,11.04296549994407,3.5058709618388675,16.189961282738274,11.396831796432492,BART,2018,43446
768,495,321000_4880000,11.04296549994407,3.5058709618388675,16.189961282738274,11.396831796432492,BART,2019,47986
769,496,321000_4881000,12.943050821311648,3.4191843006643143,14.928202623573647,9.91093916504587,BART,2019,54924
770,496,321000_4881000,12.943050821311648,3.4191843006643143,14.928202623573647,9.91093916504587,BART,2018,48677
771,497,321000_4882000,15.297278983667317,4.3007428042194045,18.817430266410113,13.223665069704229,BART,2019,35175
772,497,321000_4882000,15.297278983667317,4.3007428042194045,18.817430266410113,13.223665069704229,BART,2018,31579
773,498,322000_3613000,3.437325076293945,,10.5,,JORN,2019,1
774,499,322000_4091000,10.971196632732187,7.325667274137391,19.294448257415507,18.91858467925437,TEAK,2019,16549
775,499,322000_4091000,10.971196632732187,7.325667274137391,19.294448257415507,18.91858467925437,TEAK,2018,19002
776,500,322000_4092000,9.657840447981805,6.6995422828541145,17.335744872184456,17.66976416588025,TEAK,2019,17920
777,500,322000_4092000,9.657840447981805,6.6995422828541145,17.335744872184456,17.66976416588025,TEAK,2018,16549
778,501,322000_4093000,8.315494542189366,5.878161808479948,18.65759995016069,18.897315970741452,TEAK,2019,13527
779,501,322000_4093000,8.315494542189366,5.878161808479948,18.65759995016069,18.897315970741452,TEAK,2018,10560
780,502,322000_4094000,8.378749673227798,6.290765635134612,22.011342722236858,21.14635550001883,TEAK,2019,6870
781,502,322000_4094000,8.378749673227798,6.290765635134612,22.011342722236858,21.14635550001883,TEAK,2018,5627
782,503,322000_4095000,9.306722951184838,6.146500988763231,20.04951098366879,19.5135836834557,TEAK,2018,11105
783,503,322000_4095000,9.306722951184838,6.146500988763231,20.04951098366879,19.5135836834557,TEAK,2019,13659
784,504,322000_4097000,11.595464066553301,6.678401501431673,17.600786529361827,16.34831929388051,TEAK,2018,19738
785,504,322000_4097000,11.595464066553301,6.678401501431673,17.600786529361827,16.34831929388051,TEAK,2019,25130
786,505,322000_4099000,10.772602824655408,7.080027665611755,16.509453791557448,15.537239696810683,TEAK,2018,17171
787,505,322000_4099000,10.772602824655408,7.080027665611755,16.509453791557448,15.537239696810683,TEAK,2019,20452
788,506,322000_4100000,9.423916312166778,5.982414403599069,11.632330806790025,11.08944195194433,TEAK,2019,33930
789,506,322000_4100000,9.423916312166778,5.982414403599069,11.632330806790025,11.08944195194433,TEAK,2018,29134
790,507,322000_4101000,10.842740222160591,7.1793464708739725,15.739918492089767,14.72213016266647,TEAK,2018,22132
791,507,322000_4101000,10.842740222160591,7.1793464708739725,15.739918492089767,14.72213016266647,TEAK,2019,24980
792,508,322000_4105000,10.779083838919123,5.761472046253746,19.848828631699565,17.353140089793722,TEAK,2018,13042
793,508,322000_4105000,10.779083838919123,5.761472046253746,19.848828631699565,17.353140089793722,TEAK,2019,12552
794,509,322000_4107000,10.977967573966973,6.169664206076089,19.38490644566028,17.029833850999797,TEAK,2018,13600
795,509,322000_4107000,10.977967573966973,6.169664206076089,19.38490644566028,17.029833850999797,TEAK,2019,13550
796,510,322000_4874000,13.906336836850613,5.538237283247996,21.916039494857134,15.655193616862075,BART,2018,33726
797,510,322000_4874000,13.906336836850613,5.538237283247996,21.916039494857134,15.655193616862075,BART,2019,36106
798,511,322000_4875000,13.687557363764727,4.012231578443733,19.40711313260049,13.039341225721437,BART,2019,38724
799,511,322000_4875000,13.687557363764727,4.012231578443733,19.40711313260049,13.039341225721437,BART,2018,36250
800,512,322000_4878000,8.52613474298293,3.233194483691221,13.711358365690264,8.695601534625348,BART,2019,57426
801,512,322000_4878000,8.52613474298293,3.233194483691221,13.711358365690264,8.695601534625348,BART,2018,46493
802,513,322000_4881000,11.40180976398602,3.7041400985518655,16.443404806430934,11.718392074846937,BART,2018,40733
803,513,322000_4881000,11.40180976398602,3.7041400985518655,16.443404806430934,11.718392074846937,BART,2019,46526
804,514,322000_4882000,12.713786451784042,4.042471373707433,16.960372505535307,12.145214766544493,BART,2018,37518
805,514,322000_4882000,12.713786451784042,4.042471373707433,16.960372505535307,12.145214766544493,BART,2019,41756
806,515,323000_3605000,3.363534604295095,0.21004344697852417,3.1866666667349635,1.226594201206856,JORN,2018,3
807,516,323000_3608000,10.470325954566345,2.113063722974407,34.52114285696628,35.31162778212827,JORN,2018,68
808,516,323000_3608000,10.470325954566345,2.113063722974407,34.52114285696628,35.31162778212827,JORN,2019,2
809,517,323000_3610000,11.11509607401089,1.6712212900996384,50.20244897968024,39.05169866850842,JORN,2018,49
810,518,323000_3612000,12.600385459877463,2.919575748383371,7.359411764844966,5.353779588357304,JORN,2018,16
811,518,323000_3612000,12.600385459877463,2.919575748383371,7.359411764844966,5.353779588357304,JORN,2019,1
812,519,323000_4091000,14.555252628792603,8.15158426585882,21.889450845282425,20.025054981915705,TEAK,2018,16764
813,519,323000_4091000,14.555252628792603,8.15158426585882,21.889450845282425,20.025054981915705,TEAK,2019,17780
814,520,323000_4092000,10.751581989292498,7.299914454804288,19.184973899620214,19.12862791716698,TEAK,2019,18233
815,520,323000_4092000,10.751581989292498,7.299914454804288,19.184973899620214,19.12862791716698,TEAK,2018,15483
816,521,323000_4094000,7.723715486115916,5.432411744951793,20.193784799976935,18.160714062990824,TEAK,2019,6805
817,521,323000_4094000,7.723715486115916,5.432411744951793,20.193784799976935,18.160714062990824,TEAK,2018,5695
818,522,323000_4095000,8.21710570502723,5.8319392987345955,19.49437861099752,18.399148830595912,TEAK,2019,9411
819,522,323000_4095000,8.21710570502723,5.8319392987345955,19.49437861099752,18.399148830595912,TEAK,2018,7551
820,523,323000_4096000,9.133064733598152,6.226527026074892,18.653506998117923,18.220018245250575,TEAK,2019,13986
821,523,323000_4096000,9.133064733598152,6.226527026074892,18.653506998117923,18.220018245250575,TEAK,2018,11235
822,524,323000_4097000,8.687570015923207,5.423801409111304,18.909877754346518,17.15219080675421,TEAK,2019,14458
823,524,323000_4097000,8.687570015923207,5.423801409111304,18.909877754346518,17.15219080675421,TEAK,2018,11637
824,525,323000_4098000,9.804384330163911,6.02487243203521,20.09494278181363,19.992222419334656,TEAK,2019,18342
825,525,323000_4098000,9.804384330163911,6.02487243203521,20.09494278181363,19.992222419334656,TEAK,2018,13903
826,526,323000_4099000,11.63672760172162,7.330579385862144,19.772966893428134,18.9272022397859,TEAK,2019,23619
827,526,323000_4099000,11.63672760172162,7.330579385862144,19.772966893428134,18.9272022397859,TEAK,2018,18125
828,527,323000_4103000,11.547860142574875,5.915420459517969,20.10485585486119,17.270861653425456,TEAK,2019,13512
829,527,323000_4103000,11.547860142574875,5.915420459517969,20.10485585486119,17.270861653425456,TEAK,2018,13995
830,528,323000_4104000,11.018381413110852,5.631927526294142,17.108623478342704,14.653392753894169,TEAK,2018,18109
831,528,323000_4104000,11.018381413110852,5.631927526294142,17.108623478342704,14.653392753894169,TEAK,2019,17379
832,529,323000_4107000,10.243214109019604,5.869616828996029,16.064575475661123,13.934687360725716,TEAK,2018,17899
833,529,323000_4107000,10.243214109019604,5.869616828996029,16.064575475661123,13.934687360725716,TEAK,2019,17682
834,530,324000_3605000,3.048204324285189,0.06153037880032112,2.910000000150564,0.6754998149294235,JORN,2018,3
835,531,324000_3606000,9.04588875920956,4.0038853218583945,10.508076923153086,10.830033432749456,JORN,2018,25
836,531,324000_3606000,9.04588875920956,4.0038853218583945,10.508076923153086,10.830033432749456,JORN,2019,1
837,532,324000_3607000,10.941239459032216,3.3420058849137804,24.97966666648695,32.214063039100274,JORN,2019,4
838,532,324000_3607000,10.941239459032216,3.3420058849137804,24.97966666648695,32.214063039100274,JORN,2018,56
839,533,324000_3608000,3.395271925783157,0.2912091750719759,5.185000000155414,0.7990306624798548,JORN,2019,1
840,533,324000_3608000,3.395271925783157,0.2912091750719759,5.185000000155414,0.7990306624798548,JORN,2018,1
841,534,324000_3611000,3.4464652062773706,0.6559380361540726,4.0625000003172325,0.6685992820264892,JORN,2019,2
842,534,324000_3611000,3.4464652062773706,0.6559380361540726,4.0625000003172325,0.6685992820264892,JORN,2018,2
843,535,324000_3613000,3.140000104904175,,5.749999999970896,,JORN,2018,1
844,536,324000_3620000,3.019999980926514,,8.610000000455184,,JORN,2019,1
845,537,324000_4096000,8.131655754154705,5.873240394940902,19.481287901327125,17.977205826234048,TEAK,2019,9163
846,537,324000_4096000,8.131655754154705,5.873240394940902,19.481287901327125,17.977205826234048,TEAK,2018,7624
847,538,324000_4101000,9.817452154013196,6.865560608300691,20.94794681566408,21.49988414264711,TEAK,2019,10379
848,539,324000_4102000,8.45660371192177,5.348577130245855,22.619195497310255,23.442416676450613,TEAK,2019,8125
849,539,324000_4102000,8.45660371192177,5.348577130245855,22.619195497310255,23.442416676450613,TEAK,2018,7599
850,540,324000_4104000,9.546162226086633,5.909388241385692,17.25367084156017,15.38716480638485,TEAK,2019,11788
851,540,324000_4104000,9.546162226086633,5.909388241385692,17.25367084156017,15.38716480638485,TEAK,2018,10967
852,541,324000_4105000,9.353147369487008,5.621155096004666,14.60679320168927,12.507419936615976,TEAK,2018,4904
853,541,324000_4105000,9.353147369487008,5.621155096004666,14.60679320168927,12.507419936615976,TEAK,2019,4922
854,542,324000_4106000,8.545539135040187,4.901583713951086,15.610599812566937,12.695372152421179,TEAK,2018,932
855,542,324000_4106000,8.545539135040187,4.901583713951086,15.610599812566937,12.695372152421179,TEAK,2019,1202
856,543,324000_4107000,6.105084043746705,2.4183624704943085,12.740683229821943,10.921634328456774,TEAK,2018,139
857,543,324000_4107000,6.105084043746705,2.4183624704943085,12.740683229821943,10.921634328456774,TEAK,2019,22
858,544,325000_3605000,10.409497064170838,3.5284265783835127,11.131090908866353,9.155162411783884,JORN,2018,53
859,544,325000_3605000,10.409497064170838,3.5284265783835127,11.131090908866353,9.155162411783884,JORN,2019,2
860,545,325000_3606000,10.921570992510972,1.929036164117885,15.490000000106125,21.251161938325367,JORN,2018,44
861,546,325000_3608000,3.5764603047668935,0.5570750338787416,3.302500000138534,0.5786406481767074,JORN,2018,3
862,546,325000_3608000,3.5764603047668935,0.5570750338787416,3.302500000138534,0.5786406481767074,JORN,2019,1
863,547,325000_3614000,3.9407129310905935,0.07754553520775849,11.9499999996915,17.87814680880839,JORN,2019,2
864,547,325000_3614000,3.9407129310905935,0.07754553520775849,11.9499999996915,17.87814680880839,JORN,2018,2
865,548,325000_3620000,3.379376014868418,0.28360732122073723,7.580000000370201,4.237310467784625,JORN,2019,2
866,548,325000_3620000,3.379376014868418,0.28360732122073723,7.580000000370201,4.237310467784625,JORN,2018,1
867,549,326000_3603000,4.490668266963959,,24.010000001939478,,JORN,2018,1
868,550,326000_3605000,11.182679774677187,4.382203134221414,10.829999999994346,8.151636645559007,JORN,2018,19
869,550,326000_3605000,11.182679774677187,4.382203134221414,10.829999999994346,8.151636645559007,JORN,2019,2
870,551,326000_3607000,7.586777277076245,3.2984756649408715,58.42090909087819,42.707244273144894,JORN,2019,2
871,551,326000_3607000,7.586777277076245,3.2984756649408715,58.42090909087819,42.707244273144894,JORN,2018,20
872,552,326000_3609000,5.614900865213076,4.108876746756212,7.620000000081878,6.9343492843386345,JORN,2018,1
873,552,326000_3609000,5.614900865213076,4.108876746756212,7.620000000081878,6.9343492843386345,JORN,2019,2
874,553,326000_3615000,3.650000095367432,,8.319999999385328,,JORN,2019,1
875,554,327000_3603000,10.836641395758313,2.2528526320428175,15.76414893613972,17.255887348600435,JORN,2018,92
876,554,327000_3603000,10.836641395758313,2.2528526320428175,15.76414893613972,17.255887348600435,JORN,2019,2
877,555,327000_3604000,5.556455217488607,4.217325050771664,5.443333333718669,1.6309608621379654,JORN,2019,2
878,555,327000_3604000,5.556455217488607,4.217325050771664,5.443333333718669,1.6309608621379654,JORN,2018,1
879,556,327000_3606000,8.667105474297701,2.5625870996685727,21.71187499988551,28.434346500466688,JORN,2018,29
880,556,327000_3606000,8.667105474297701,2.5625870996685727,21.71187499988551,28.434346500466688,JORN,2019,3
881,557,327000_3607000,5.7412233121599465,1.9140167471556748,16.457142857195244,19.781143979399843,JORN,2019,3
882,557,327000_3607000,5.7412233121599465,1.9140167471556748,16.457142857195244,19.781143979399843,JORN,2018,4
883,558,327000_3619000,3.757820999622345,,4.940000000237487,,JORN,2019,1
884,559,328000_3602000,10.853156337088288,2.2466899408394534,15.360202020153588,14.786675536736002,JORN,2019,1
885,559,328000_3602000,10.853156337088288,2.2466899408394534,15.360202020153588,14.786675536736002,JORN,2018,98
886,560,328000_3605000,7.025392348662444,3.226890423608471,4.830000000008066,2.1561040360284554,JORN,2018,10
887,560,328000_3605000,7.025392348662444,3.226890423608471,4.830000000008066,2.1561040360284554,JORN,2019,4
888,561,328000_3606000,4.224239062147141,0.7582768332967953,3.9660000001823064,1.294248816825524,JORN,2019,3
889,561,328000_3606000,4.224239062147141,0.7582768332967953,3.9660000001823064,1.294248816825524,JORN,2018,2
890,562,328000_3607000,3.2346634005069728,0.24796351836634384,20.37500000008731,23.15774708398291,JORN,2018,1
891,562,328000_3607000,3.2346634005069728,0.24796351836634384,20.37500000008731,23.15774708398291,JORN,2019,1
892,563,328000_3612000,7.597000122070312,,7.020000000281725,,JORN,2018,1
893,564,328000_3617000,3.140000104904175,,6.000000000058208,,JORN,2019,1
894,565,329000_3602000,3.230990018129349,,3.800000000046566,,JORN,2019,1
895,566,329000_3603000,8.099501460256576,0.9967781890098468,9.24500000021304,6.580365153531085,JORN,2018,10
896,567,329000_3604000,7.283215035990874,1.21337252498665,7.712500000445289,7.685778040917109,JORN,2018,12
897,568,329000_3605000,8.032162669356664,3.4319735071983133,5.725555555559178,5.654883091234093,JORN,2019,1
898,568,329000_3605000,8.032162669356664,3.4319735071983133,5.725555555559178,5.654883091234093,JORN,2018,8
899,569,329000_3616000,3.020296980643272,,23.040000001285225,,JORN,2019,1
900,570,330000_3601000,3.4155000448226924,0.5338655321303984,6.160000000597794,2.7718585828332514,JORN,2018,2
901,571,330000_3602000,3.543999910354614,,11.559999999762512,,JORN,2018,1
902,572,330000_3603000,3.2360000610351562,0.10577332420237291,5.586666666678696,3.4800191571494765,JORN,2018,2
903,572,330000_3603000,3.2360000610351562,0.10577332420237291,5.586666666678696,3.4800191571494765,JORN,2019,1
904,573,330000_3604000,3.166417812356949,0.1587150504585567,3.8719999998710115,1.7189299000413327,JORN,2019,1
905,573,330000_3604000,3.166417812356949,0.1587150504585567,3.8719999998710115,1.7189299000413327,JORN,2018,4
906,574,330000_3605000,6.963506607818602,2.67821538141555,20.438333334072183,33.044676677236076,JORN,2018,6
907,575,331000_3601000,3.2578708163356778,0.14660779892574488,10.456000000103145,9.92369538069172,JORN,2018,2
908,575,331000_3601000,3.2578708163356778,0.14660779892574488,10.456000000103145,9.92369538069172,JORN,2019,3
909,576,331000_3603000,3.3371485122561455,0.17716219502248892,5.632499999932479,4.607265096479948,JORN,2018,3
910,576,331000_3603000,3.3371485122561455,0.17716219502248892,5.632499999932479,4.607265096479948,JORN,2019,1
911,577,331000_3605000,8.001500129699707,1.743018323520772,24.669999998759593,21.736462453500774,JORN,2018,2
912,578,331000_3606000,9.119999885559082,,5.980000000183936,,JORN,2018,1
913,579,331000_3609000,3.3078069049477574,0.01724354598121852,2.7299999999220015,0.46669047527525237,JORN,2018,1
914,579,331000_3609000,3.3078069049477574,0.01724354598121852,2.7299999999220015,0.46669047527525237,JORN,2019,1
915,580,333000_3608000,3.599999904632568,,3.059999999704305,,JORN,2019,1
916,581,334000_3605000,3.836006255245209,0.557265619696601,3.3933333330900255,1.452216696255719,JORN,2019,3
917,582,334000_3610000,3.655742094612122,,3.059999999704305,,JORN,2019,1
918,583,335000_3605000,4.04108896317482,,3.2299999997532,,JORN,2019,1
919,584,336000_3610000,5.255456004891131,1.3965404661288259,40.29018518510546,35.78214483010894,JORN,2019,54
920,585,336000_3611000,3.060296942496299,,3.960000000437722,,JORN,2019,1
921,586,349000_5178000,5.61894733061807,2.060276387933111,24.69175141250324,22.816345261075437,NOGP,2019,885
922,587,349000_5179000,12.021303036642076,4.198555785630877,53.44942857153111,34.19542495548491,NOGP,2019,35
923,588,349000_5184000,5.298081544203039,2.0766059949262234,33.395583596354314,34.79496439900544,NOGP,2019,317
924,589,350000_5178000,7.8377302261818595,2.3403580802529422,19.395154639295733,13.297866517713107,NOGP,2019,679
925,590,350000_5179000,5.7446845787086005,2.4475320539699075,23.87059210562824,22.581883239680476,NOGP,2019,152
926,591,350000_5180000,5.904256739861625,2.9580500734859516,30.259999999570425,24.8378266622232,NOGP,2019,7
927,592,350000_5181000,7.326131755304337,2.1642057601862694,34.233076923635984,21.740900543830357,NOGP,2019,13
928,593,350000_5183000,6.87854856587288,2.618136875961802,23.983421927079174,19.57975682330092,NOGP,2019,301
929,594,350000_5184000,4.545424661739411,1.1045770788109472,25.81225806517305,19.571185233819882,NOGP,2019,31
930,595,350000_5185000,7.73194618054082,3.874007309891714,27.687500000015888,16.40690546122076,NOGP,2019,48
931,596,350000_5186000,6.097276412875373,2.492025802552572,26.788596938906966,22.848728088735083,NOGP,2019,392
932,597,350000_5187000,8.954084980940195,4.120008704081431,26.02816949157589,25.488434954731826,NOGP,2019,2360
933,598,351000_5178000,5.8177621300027145,2.086779297651599,24.375392781381922,26.463273831989067,NOGP,2019,471
934,599,351000_5180000,5.232167011535558,1.6417643811651637,21.14401639346688,15.580052602997117,NOGP,2019,122
935,600,351000_5181000,3.3766177133464814,0.4700536954087824,50.41000000091968,44.932565027219106,NOGP,2019,5
936,601,351000_5184000,3.6669563159479814,0.7651864700956542,22.239705882462,18.918797047958687,NOGP,2019,34
937,602,351000_5185000,5.147355756509139,2.3028632612827833,20.455205479520437,13.602536539122761,NOGP,2019,73
938,603,351000_5187000,7.212535873569714,3.311519098854084,23.827353521370863,21.4729385180118,NOGP,2019,8619
939,604,352000_5180000,5.483107905117113,1.788696256449833,19.239883720991607,17.001898462301135,NOGP,2019,860
940,605,352000_5185000,6.194016578424405,2.122880156943346,22.89709722233914,18.702756493688877,NOGP,2019,720
941,606,352000_5186000,7.060636564805157,2.9424276420929933,21.64596644306429,17.89104153075044,NOGP,2019,4470
942,607,352000_5187000,7.284753900454127,3.250055973321045,23.720367865625892,21.009658998660075,NOGP,2019,9759
943,608,353000_5180000,6.066795778504972,1.905119427693709,20.464064386352284,19.82278913540745,NOGP,2019,1491
944,609,353000_5181000,5.449269380483824,1.836440053011935,17.69732673270638,13.799462652878958,NOGP,2019,404
945,610,353000_5182000,4.323343225610248,1.4677664599670925,18.90901699034701,13.897007768357838,NOGP,2019,824
946,611,354000_5179000,6.087384518023462,2.2747115134990556,22.94311111133037,22.157513179369364,NOGP,2019,360
947,612,354000_5182000,5.978688917631228,2.233782713628408,17.436540158833697,15.324893270141692,NOGP,2019,1133
948,613,354000_5183000,4.293881171324342,1.834404068516177,19.633018868048516,13.592018818363641,NOGP,2019,106
949,614,355000_5179000,6.657861874870181,3.1081649107365266,23.87422413816293,30.256441934155347,NOGP,2019,116
950,615,355000_5182000,5.86239118081145,2.2184519608186575,21.10093617026038,16.83020702231837,NOGP,2019,1880
951,616,355000_5186000,8.720544845858722,4.047141518229996,25.7655720615805,23.915468718871523,NOGP,2019,7674
952,617,356000_5178000,5.902045578673482,2.3407263895134567,24.350000000028476,21.85198368669221,NOGP,2019,336
953,618,356000_5179000,7.034742151167178,2.45603184362222,31.801666666683804,33.94045547931222,NOGP,2019,966
954,619,356000_5180000,5.6089507083235,2.5770123154585574,20.143253968318042,21.69978076603225,NOGP,2019,756
955,620,356000_5185000,6.642716973748211,3.429902500489936,30.801218546877287,30.51555073317264,NOGP,2019,3537
956,621,356000_5186000,8.193446798629965,4.096135358119624,29.028132155830505,29.08579343636074,NOGP,2019,6114
957,622,356000_5187000,7.86343254511654,4.184556778564093,35.24768632155904,36.07786522634985,NOGP,2019,3341
958,623,357000_5178000,5.9682112558855405,1.9877080335531156,19.928281250145815,16.10369711820917,NOGP,2019,576
