,path,plot_center_x,plot_center_y,tree_density,average_height,year,site,geometry,nlcd
1372,/orange/idtrees-collab/draped/2018_TALL_4_464000_3637000_image.shp,464068.1810011589,3637151.702500077,12,24.50277252972126,2018,TALL,POINT (464068.1810011589 3637151.702500077),43
1373,/orange/idtrees-collab/draped/2018_TALL_4_456000_3643000_image.shp,456338.60141626466,3643283.5905019487,12,27.20548213799795,2018,TALL,POINT (456338.6014162647 3643283.590501949),41
1374,/orange/idtrees-collab/draped/2018_TALL_4_465000_3637000_image.shp,465128.19201362616,3637357.2697470714,16,31.17285822987556,2018,TALL,POINT (465128.1920136262 3637357.269747071),43
1375,/orange/idtrees-collab/draped/2018_TALL_4_464000_3639000_image.shp,464112.1987838672,3639271.9572383114,16,24.252681279778482,2018,TALL,POINT (464112.1987838672 3639271.957238311),21
1376,/orange/idtrees-collab/draped/2018_TALL_4_465000_3649000_image.shp,465378.6855618676,3649963.522918717,6,15.950878348350525,2018,TALL,POINT (465378.6855618676 3649963.522918717),21
1377,/orange/idtrees-collab/draped/2018_TALL_4_463000_3647000_image.shp,463016.92672516615,3647647.113618995,18,30.928256060282393,2018,TALL,POINT (463016.9267251662 3647647.113618995),43
1378,/orange/idtrees-collab/draped/2018_TALL_4_464000_3639000_image.shp,464102.2980688473,3639637.550528674,25,17.571726852607725,2018,TALL,POINT (464102.2980688473 3639637.550528674),43
1379,/orange/idtrees-collab/draped/2018_TALL_4_463000_3648000_image.shp,463509.8975591705,3648278.845939541,25,14.614778388309476,2018,TALL,POINT (463509.8975591705 3648278.845939541),43
1380,/orange/idtrees-collab/draped/2018_TALL_4_456000_3640000_image.shp,456587.0434936693,3640896.3824923886,14,18.906570020403183,2018,TALL,POINT (456587.0434936693 3640896.382492389),42
1381,/orange/idtrees-collab/draped/2018_TALL_4_463000_3642000_image.shp,463294.67005862755,3642572.0259629437,18,21.349402203294968,2018,TALL,POINT (463294.6700586276 3642572.025962944),41
1382,/orange/idtrees-collab/draped/2018_TALL_4_463000_3647000_image.shp,463985.7092174749,3647899.0070734746,13,22.794419382535487,2018,TALL,POINT (463985.7092174749 3647899.007073475),43
1383,/orange/idtrees-collab/draped/2018_TALL_4_462000_3639000_image.shp,462347.17091950634,3639607.533471823,18,24.33282832993401,2018,TALL,POINT (462347.1709195063 3639607.533471823),41
1384,/orange/idtrees-collab/draped/2018_TALL_4_463000_3646000_image.shp,463515.64920860063,3646869.100122943,16,30.353010042905808,2018,TALL,POINT (463515.6492086006 3646869.100122943),41
1385,/orange/idtrees-collab/draped/2018_TALL_4_465000_3646000_image.shp,465422.57613139745,3646334.34537513,0,,2018,TALL,POINT (465422.5761313975 3646334.34537513),71
1386,/orange/idtrees-collab/draped/2018_TALL_4_463000_3638000_image.shp,463565.1694595757,3638696.545770076,18,29.684790612326733,2018,TALL,POINT (463565.1694595757 3638696.545770076),42
1387,/orange/idtrees-collab/draped/2018_TALL_4_465000_3637000_image.shp,465442.76412515924,3637512.525468375,13,20.139831701425408,2018,TALL,POINT (465442.7641251592 3637512.525468375),41
1388,/orange/idtrees-collab/draped/2018_TALL_4_463000_3647000_image.shp,463665.0227141624,3647127.282353248,17,33.86914770687327,2018,TALL,POINT (463665.0227141624 3647127.282353248),43
1389,/orange/idtrees-collab/draped/2018_TALL_4_456000_3644000_image.shp,456499.7821524014,3644979.212912225,15,20.58423246574402,2018,TALL,POINT (456499.7821524014 3644979.212912225),42
1390,/orange/idtrees-collab/draped/2018_TALL_4_456000_3648000_image.shp,456601.8221991826,3648438.492622792,4,10.62013239324093,2018,TALL,POINT (456601.8221991826 3648438.492622792),52
1391,/orange/idtrees-collab/draped/2018_TALL_4_464000_3640000_image.shp,464368.68081671203,3640915.7102248273,22,24.93360911802813,2018,TALL,POINT (464368.680816712 3640915.710224827),90
1392,/orange/idtrees-collab/draped/2018_TALL_4_462000_3642000_image.shp,462996.93958715646,3642018.493353508,3,24.48313034057617,2018,TALL,POINT (462996.9395871565 3642018.493353508),41
1393,/orange/idtrees-collab/draped/2018_TALL_4_465000_3648000_image.shp,465847.7671202956,3648563.4457527488,22,19.582658639387656,2018,TALL,POINT (465847.7671202956 3648563.445752749),43
1394,/orange/idtrees-collab/draped/2018_TALL_4_463000_3637000_image.shp,463560.23635897273,3637423.027892354,26,16.64167922973633,2018,TALL,POINT (463560.2363589727 3637423.027892354),42
1395,/orange/idtrees-collab/draped/2018_TALL_4_464000_3641000_image.shp,464870.76713294274,3641642.8025257518,29,15.744967910174664,2018,TALL,POINT (464870.7671329427 3641642.802525752),43
1396,/orange/idtrees-collab/draped/2018_TALL_4_464000_3644000_image.shp,464412.1946392089,3644916.1136504533,22,22.627437383911825,2018,TALL,POINT (464412.1946392089 3644916.113650453),41
1397,/orange/idtrees-collab/draped/2018_TALL_4_463000_3639000_image.shp,463426.35605712427,3639139.3867155593,18,25.171451055738665,2018,TALL,POINT (463426.3560571243 3639139.386715559),41
1398,/orange/idtrees-collab/draped/2018_TALL_4_465000_3646000_image.shp,465629.5061631551,3646892.519046452,21,30.0613791402181,2018,TALL,POINT (465629.5061631551 3646892.519046452),43
1399,/orange/idtrees-collab/draped/2018_TALL_4_463000_3645000_image.shp,463988.313678684,3645287.077130272,25,18.14039526672363,2018,TALL,POINT (463988.313678684 3645287.077130272),41
1400,/orange/idtrees-collab/draped/2018_TALL_4_464000_3637000_image.shp,464607.489636015,3637332.379241435,21,24.91910628182547,2018,TALL,POINT (464607.489636015 3637332.379241435),41
1401,/orange/idtrees-collab/draped/2018_TALL_4_462000_3648000_image.shp,462335.05663590756,3648267.909176153,17,28.836253710354075,2018,TALL,POINT (462335.0566359076 3648267.909176153),43
1402,/orange/idtrees-collab/draped/2018_TALL_4_463000_3642000_image.shp,463828.5520594784,3642940.217410562,26,18.673699192634,2018,TALL,POINT (463828.5520594784 3642940.217410562),42
1403,/orange/idtrees-collab/draped/2018_TALL_4_465000_3643000_image.shp,465829.65684844845,3643121.3560463283,18,25.306607870525788,2018,TALL,POINT (465829.6568484484 3643121.356046328),42
1404,/orange/idtrees-collab/draped/2018_TALL_4_465000_3640000_image.shp,465043.3137870418,3640811.712862849,21,28.995933731624056,2018,TALL,POINT (465043.3137870418 3640811.712862849),43
