,path,plot_center_x,plot_center_y,tree_density,average_height,year,site,geometry,nlcd
2812,/orange/idtrees-collab/draped/2018_RMNP_2_458000_4455000_image.shp,458276.6472125424,4455281.993024882,29,7.4879772490468515,2018,RMNP,POINT (458276.6472125424 4455281.993024882),42
2813,/orange/idtrees-collab/draped/2018_RMNP_2_451000_4450000_image.shp,451322.6042324354,4450887.299115932,29,16.603091273307804,2018,RMNP,POINT (451322.6042324354 4450887.299115932),42
2814,/orange/idtrees-collab/draped/2018_RMNP_2_458000_4455000_image.shp,458063.9399936712,4455304.858246629,20,10.364712024092674,2018,RMNP,POINT (458063.9399936712 4455304.858246629),42
2815,/orange/idtrees-collab/draped/2018_RMNP_2_458000_4453000_image.shp,458860.2872400989,4453892.0651607765,10,11.008426041603089,2018,RMNP,POINT (458860.2872400989 4453892.065160776),42
2816,/orange/idtrees-collab/draped/2018_RMNP_2_458000_4460000_image.shp,458038.9703661696,4460585.569797278,14,10.522202215024404,2018,RMNP,POINT (458038.9703661696 4460585.569797278),52
2817,/orange/idtrees-collab/draped/2018_RMNP_2_456000_4451000_image.shp,456902.96736803494,4451519.690624027,16,9.182145633995534,2018,RMNP,POINT (456902.9673680349 4451519.690624027),42
2818,/orange/idtrees-collab/draped/2018_RMNP_2_460000_4451000_image.shp,460392.3571326047,4451365.313561912,73,5.754348509997537,2018,RMNP,POINT (460392.3571326047 4451365.313561912),42
2819,/orange/idtrees-collab/draped/2018_RMNP_2_456000_4450000_image.shp,456645.72388273705,4450181.022156968,6,5.159871610005697,2018,RMNP,POINT (456645.723882737 4450181.022156968),42
2820,/orange/idtrees-collab/draped/2018_RMNP_2_458000_4450000_image.shp,458863.6923185193,4450986.62130513,10,5.437074020862579,2018,RMNP,POINT (458863.6923185193 4450986.62130513),42
2821,/orange/idtrees-collab/draped/2018_RMNP_2_458000_4452000_image.shp,458007.8221299667,4452668.403043267,24,12.387692949771882,2018,RMNP,POINT (458007.8221299667 4452668.403043267),42
