,Unnamed: 0,path,plot_center_x,plot_center_y,tree_density,average_height,year,site,geometry,nlcd
17,17,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5227000_image.shp,483360.7719802555,5227603.70971314,0,,2019,WOOD,POINT (483360.7719802555 5227603.70971314),11
18,18,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5216000_image.shp,484311.0628981729,5216549.743978445,0,,2019,WOOD,POINT (484311.0628981729 5216549.743978445),71
19,19,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5226000_image.shp,484443.5708636568,5226602.87163847,0,,2019,WOOD,POINT (484443.5708636568 5226602.87163847),71
20,20,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5230000_image.shp,484577.2892674324,5230229.614667772,0,,2019,WOOD,POINT (484577.2892674324 5230229.614667772),82
21,21,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5225000_image.shp,481423.2828215528,5225110.256859795,0,,2019,WOOD,POINT (481423.2828215528 5225110.256859795),11
22,22,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5224000_image.shp,486729.8643275696,5224241.081230298,0,,2019,WOOD,POINT (486729.8643275696 5224241.081230298),71
23,23,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5224000_image.shp,480229.4483095429,5224775.175953159,0,,2019,WOOD,POINT (480229.4483095429 5224775.175953159),82
24,24,/orange/idtrees-collab/draped/2019_WOOD_3_478000_5219000_image.shp,478425.19898976036,5219850.558434552,0,,2019,WOOD,POINT (478425.1989897604 5219850.558434552),82
25,25,/orange/idtrees-collab/draped/2019_WOOD_3_492000_5225000_image.shp,492794.7820588319,5225360.3963153465,0,,2019,WOOD,POINT (492794.7820588319 5225360.396315346),82
26,26,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5226000_image.shp,484313.8826659096,5226876.22222284,3,3.2174941052993145,2019,WOOD,POINT (484313.8826659096 5226876.22222284),71
27,27,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5223000_image.shp,486679.0220091491,5223256.885025575,0,,2019,WOOD,POINT (486679.0220091491 5223256.885025575),82
28,28,/orange/idtrees-collab/draped/2019_WOOD_3_487000_5227000_image.shp,487543.020635843,5227496.561560939,0,,2019,WOOD,POINT (487543.020635843 5227496.561560939),71
29,29,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5217000_image.shp,480870.8430827278,5217527.622833194,0,,2019,WOOD,POINT (480870.8430827278 5217527.622833194),81
30,30,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5223000_image.shp,485515.9469226842,5223041.629676077,0,,2019,WOOD,POINT (485515.9469226842 5223041.629676077),81
31,31,/orange/idtrees-collab/draped/2019_WOOD_3_490000_5221000_image.shp,490278.61200371024,5221280.324982263,1,3.125899245643616,2019,WOOD,POINT (490278.6120037102 5221280.324982263),71
32,32,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5220000_image.shp,480388.28248116287,5220372.367592976,0,,2019,WOOD,POINT (480388.2824811629 5220372.367592976),71
33,33,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5217000_image.shp,482676.34595203906,5217792.263355438,0,,2019,WOOD,POINT (482676.3459520391 5217792.263355438),95
34,34,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5216000_image.shp,485348.90131768654,5216165.031447519,17,7.056275132702379,2019,WOOD,POINT (485348.9013176865 5216165.031447519),82
35,35,/orange/idtrees-collab/draped/2019_WOOD_3_496000_5224000_image.shp,496207.33375794743,5224756.961870544,0,,2019,WOOD,POINT (496207.3337579474 5224756.961870544),81
36,36,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5217000_image.shp,481266.966959892,5217229.587623118,1,3.226000070571899,2019,WOOD,POINT (481266.966959892 5217229.587623118),71
37,37,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5230000_image.shp,484191.8299043469,5230681.263955427,0,,2019,WOOD,POINT (484191.8299043469 5230681.263955427),95
38,38,/orange/idtrees-collab/draped/2019_WOOD_3_496000_5219000_image.shp,496894.2223136594,5219567.0088642435,0,,2019,WOOD,POINT (496894.2223136594 5219567.008864244),71
39,39,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5217000_image.shp,486320.44251619314,5217179.6657068115,0,,2019,WOOD,POINT (486320.4425161931 5217179.665706811),11
40,40,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5227000_image.shp,482988.2561100714,5227453.288710207,0,,2019,WOOD,POINT (482988.2561100714 5227453.288710207),82
41,41,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5227000_image.shp,482615.1975355766,5227713.686860153,0,,2019,WOOD,POINT (482615.1975355766 5227713.686860153),71
42,42,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5229000_image.shp,483384.2097821168,5229573.702622232,0,,2019,WOOD,POINT (483384.2097821168 5229573.702622232),95
43,43,/orange/idtrees-collab/draped/2019_WOOD_3_488000_5227000_image.shp,488993.2521585652,5227990.918846113,2,5.5617889888048175,2019,WOOD,POINT (488993.2521585652 5227990.918846113),71
44,44,/orange/idtrees-collab/draped/2019_WOOD_3_479000_5223000_image.shp,479371.2827128096,5223767.037382025,0,,2019,WOOD,POINT (479371.2827128096 5223767.037382025),82
45,45,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5218000_image.shp,489947.43285488756,5218187.212040799,0,,2019,WOOD,POINT (489947.4328548876 5218187.212040799),71
46,46,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5220000_image.shp,482304.1119044357,5220853.737859703,0,,2019,WOOD,POINT (482304.1119044357 5220853.737859703),95
47,47,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5228000_image.shp,483305.8753984075,5228319.509130568,0,,2019,WOOD,POINT (483305.8753984075 5228319.509130568),95
48,48,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5217000_image.shp,482791.82592388854,5217674.4968659235,0,,2019,WOOD,POINT (482791.8259238885 5217674.496865924),82
49,49,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5229000_image.shp,480284.5235169923,5229022.126032092,0,,2019,WOOD,POINT (480284.5235169923 5229022.126032092),71
50,50,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5220000_image.shp,489384.42458526226,5220354.741960143,0,,2019,WOOD,POINT (489384.4245852623 5220354.741960143),82
51,51,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5217000_image.shp,483276.33033440774,5217461.1286221035,0,,2019,WOOD,POINT (483276.3303344077 5217461.128622103),11
52,52,/orange/idtrees-collab/draped/2019_WOOD_3_476000_5218000_image.shp,476109.74401508673,5218289.41112671,0,,2019,WOOD,POINT (476109.7440150867 5218289.41112671),82
53,53,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5221000_image.shp,481095.6211460312,5221749.15198708,1,3.151000022888184,2019,WOOD,POINT (481095.6211460312 5221749.15198708),95
54,54,/orange/idtrees-collab/draped/2019_WOOD_3_491000_5227000_image.shp,491409.152226039,5227720.378689116,0,,2019,WOOD,POINT (491409.152226039 5227720.378689116),82
55,55,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5215000_image.shp,484323.1431046478,5215648.771412663,0,,2019,WOOD,POINT (484323.1431046478 5215648.771412663),82
56,56,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5224000_image.shp,484310.02823685424,5224739.490210857,1,3.155962602567673,2019,WOOD,POINT (484310.0282368542 5224739.490210857),21
57,57,/orange/idtrees-collab/draped/2019_WOOD_3_477000_5225000_image.shp,477116.627937601,5225278.690090106,0,,2019,WOOD,POINT (477116.627937601 5225278.690090106),71
58,58,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5216000_image.shp,485682.23611380154,5216366.826887208,9,6.428537975470225,2019,WOOD,POINT (485682.2361138015 5216366.826887208),95
59,59,/orange/idtrees-collab/draped/2019_WOOD_3_479000_5215000_image.shp,479617.9435810606,5215814.619758533,0,,2019,WOOD,POINT (479617.9435810606 5215814.619758533),71
60,60,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5216000_image.shp,480571.8235996217,5216176.690092822,0,,2019,WOOD,POINT (480571.8235996217 5216176.690092822),71
61,61,/orange/idtrees-collab/draped/2019_WOOD_3_490000_5221000_image.shp,490275.8382229194,5221280.384646731,1,3.125899245643616,2019,WOOD,POINT (490275.8382229194 5221280.384646731),71
62,62,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5216000_image.shp,482826.02270290896,5216252.361864827,0,,2019,WOOD,POINT (482826.022702909 5216252.361864827),82
63,63,/orange/idtrees-collab/draped/2019_WOOD_3_493000_5218000_image.shp,493540.16828234406,5218610.672454131,0,,2019,WOOD,POINT (493540.1682823441 5218610.672454131),81
64,64,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5217000_image.shp,481267.19202416966,5217230.458186533,1,3.226000070571899,2019,WOOD,POINT (481267.1920241697 5217230.458186533),71
65,65,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5221000_image.shp,484085.9477872278,5221790.013369827,0,,2019,WOOD,POINT (484085.9477872278 5221790.013369827),71
66,66,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5220000_image.shp,489723.0844471496,5220356.102421544,0,,2019,WOOD,POINT (489723.0844471496 5220356.102421544),71
67,67,/orange/idtrees-collab/draped/2019_WOOD_3_478000_5216000_image.shp,478621.606763811,5216257.70137199,0,,2019,WOOD,POINT (478621.606763811 5216257.70137199),95
68,68,/orange/idtrees-collab/draped/2019_WOOD_3_488000_5221000_image.shp,488108.18754306884,5221468.894371147,0,,2019,WOOD,POINT (488108.1875430688 5221468.894371147),71
69,69,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5223000_image.shp,483368.08837717294,5223525.27792846,0,,2019,WOOD,POINT (483368.0883771729 5223525.27792846),71
70,70,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5218000_image.shp,482622.4163981956,5218750.570972488,0,,2019,WOOD,POINT (482622.4163981956 5218750.570972488),71
71,71,/orange/idtrees-collab/draped/2019_WOOD_3_487000_5219000_image.shp,487939.4476272732,5219394.312651842,0,,2019,WOOD,POINT (487939.4476272732 5219394.312651842),71
72,72,/orange/idtrees-collab/draped/2019_WOOD_3_491000_5224000_image.shp,491449.98585248867,5224926.049320159,1,3.3814449482917786,2019,WOOD,POINT (491449.9858524887 5224926.049320159),71
73,73,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5215000_image.shp,483401.3648775207,5215522.073157395,0,,2019,WOOD,POINT (483401.3648775207 5215522.073157395),11
74,74,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5216000_image.shp,481548.3550379451,5216267.7293360215,0,,2019,WOOD,POINT (481548.3550379451 5216267.729336021),71
75,75,/orange/idtrees-collab/draped/2019_WOOD_3_493000_5224000_image.shp,493117.2310099228,5224430.838318414,0,,2019,WOOD,POINT (493117.2310099228 5224430.838318414),82
76,76,/orange/idtrees-collab/draped/2019_WOOD_3_476000_5222000_image.shp,476429.5188763019,5222014.039932432,0,,2019,WOOD,POINT (476429.5188763019 5222014.039932432),82
77,77,/orange/idtrees-collab/draped/2019_WOOD_3_476000_5222000_image.shp,476658.41484965954,5222197.331584011,0,,2019,WOOD,POINT (476658.4148496595 5222197.331584011),82
78,78,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5226000_image.shp,484488.3263938846,5226215.8595051775,0,,2019,WOOD,POINT (484488.3263938846 5226215.859505177),71
79,79,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5224000_image.shp,483984.6870510372,5224742.7206566,1,3.856420708656311,2019,WOOD,POINT (483984.6870510372 5224742.7206566),71
80,80,/orange/idtrees-collab/draped/2019_WOOD_3_478000_5224000_image.shp,478386.8651901921,5224582.589350286,0,,2019,WOOD,POINT (478386.8651901921 5224582.589350286),71
81,81,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5226000_image.shp,484406.4567201558,5226857.230416361,0,,2019,WOOD,POINT (484406.4567201558 5226857.230416361),11
82,82,/orange/idtrees-collab/draped/2019_WOOD_3_496000_5220000_image.shp,496700.021423396,5220248.25556467,0,,2019,WOOD,POINT (496700.021423396 5220248.25556467),11
83,83,/orange/idtrees-collab/draped/2019_WOOD_3_478000_5221000_image.shp,478202.2072047038,5221265.281585466,0,,2019,WOOD,POINT (478202.2072047038 5221265.281585466),71
84,84,/orange/idtrees-collab/draped/2019_WOOD_3_477000_5222000_image.shp,477501.72016628366,5222471.519846081,0,,2019,WOOD,POINT (477501.7201662837 5222471.519846081),82
85,85,/orange/idtrees-collab/draped/2019_WOOD_3_495000_5220000_image.shp,495842.7911637741,5220980.584039932,0,,2019,WOOD,POINT (495842.7911637741 5220980.584039932),95
86,86,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5219000_image.shp,484536.0211793056,5219885.4016924715,1,3.028000116348267,2019,WOOD,POINT (484536.0211793056 5219885.401692471),71
87,87,/orange/idtrees-collab/draped/2019_WOOD_3_493000_5222000_image.shp,493360.78590108774,5222083.172504603,0,,2019,WOOD,POINT (493360.7859010877 5222083.172504603),71
88,88,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5225000_image.shp,489341.59685258346,5225394.237288731,0,,2019,WOOD,POINT (489341.5968525835 5225394.237288731),82
89,89,/orange/idtrees-collab/draped/2019_WOOD_3_479000_5223000_image.shp,479251.5356138214,5223845.741335028,0,,2019,WOOD,POINT (479251.5356138214 5223845.741335028),82
90,90,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5230000_image.shp,485898.1379884968,5230247.4677400505,0,,2019,WOOD,POINT (485898.1379884968 5230247.467740051),71
91,91,/orange/idtrees-collab/draped/2019_WOOD_3_492000_5220000_image.shp,492128.0259984737,5220213.297752035,0,,2019,WOOD,POINT (492128.0259984737 5220213.297752035),71
92,92,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5230000_image.shp,485439.92922550405,5230264.827012834,3,5.748619416395822,2019,WOOD,POINT (485439.929225504 5230264.827012834),71
93,93,/orange/idtrees-collab/draped/2019_WOOD_3_487000_5220000_image.shp,487857.5523652026,5220631.057941715,1,3.196138798713684,2019,WOOD,POINT (487857.5523652026 5220631.057941715),71
94,94,/orange/idtrees-collab/draped/2019_WOOD_3_488000_5224000_image.shp,488662.459193679,5224018.247205879,1,4.370999813079834,2019,WOOD,POINT (488662.459193679 5224018.247205879),71
95,95,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5218000_image.shp,480177.66341071593,5218252.47668768,1,3.100593877243996,2019,WOOD,POINT (480177.6634107159 5218252.47668768),71
96,96,/orange/idtrees-collab/draped/2019_WOOD_3_488000_5217000_image.shp,488814.9347262797,5217124.015906757,0,,2019,WOOD,POINT (488814.9347262797 5217124.015906757),11
97,97,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5218000_image.shp,482811.2174753453,5218512.427224554,0,,2019,WOOD,POINT (482811.2174753453 5218512.427224554),71
98,98,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5217000_image.shp,489234.2697545947,5217263.446807715,0,,2019,WOOD,POINT (489234.2697545947 5217263.446807715),71
99,99,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5226000_image.shp,484451.03480462974,5226879.775316737,0,,2019,WOOD,POINT (484451.0348046297 5226879.775316737),11
100,100,/orange/idtrees-collab/draped/2019_WOOD_3_491000_5217000_image.shp,491334.6710464411,5217226.7762905145,0,,2019,WOOD,POINT (491334.6710464411 5217226.776290515),71
101,101,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5219000_image.shp,480535.9502919899,5219815.603557116,1,3.0739998817443848,2019,WOOD,POINT (480535.9502919899 5219815.603557116),71
102,102,/orange/idtrees-collab/draped/2019_WOOD_3_490000_5217000_image.shp,490592.4560509883,5217549.069380626,0,,2019,WOOD,POINT (490592.4560509883 5217549.069380626),82
103,103,/orange/idtrees-collab/draped/2019_WOOD_3_493000_5219000_image.shp,493381.64976058353,5219302.944408582,0,,2019,WOOD,POINT (493381.6497605835 5219302.944408582),82
104,104,/orange/idtrees-collab/draped/2019_WOOD_3_478000_5220000_image.shp,478412.6916481036,5220016.571113343,0,,2019,WOOD,POINT (478412.6916481036 5220016.571113343),71
105,105,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5218000_image.shp,485107.6068074971,5218406.374515976,0,,2019,WOOD,POINT (485107.6068074971 5218406.374515976),95
106,106,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5217000_image.shp,484298.220761255,5217327.551508015,0,,2019,WOOD,POINT (484298.220761255 5217327.551508015),11
107,107,/orange/idtrees-collab/draped/2019_WOOD_3_487000_5218000_image.shp,487842.4990842107,5218632.115679705,0,,2019,WOOD,POINT (487842.4990842107 5218632.115679705),11
108,108,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5223000_image.shp,483674.17204190366,5223283.2166040735,0,,2019,WOOD,POINT (483674.1720419037 5223283.216604074),21
109,109,/orange/idtrees-collab/draped/2019_WOOD_3_493000_5221000_image.shp,493792.4249403042,5221091.576510573,1,3.0236923342943185,2019,WOOD,POINT (493792.4249403042 5221091.576510573),71
110,110,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5219000_image.shp,480536.48509179795,5219812.448801566,1,3.0739998817443848,2019,WOOD,POINT (480536.4850917979 5219812.448801566),71
111,111,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5229000_image.shp,485765.1355168187,5229825.430879645,0,,2019,WOOD,POINT (485765.1355168187 5229825.430879645),81
112,112,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5221000_image.shp,486521.7097364434,5221457.345327392,0,,2019,WOOD,POINT (486521.7097364434 5221457.345327392),71
113,113,/orange/idtrees-collab/draped/2019_WOOD_3_490000_5222000_image.shp,490443.6540898362,5222467.860403311,0,,2019,WOOD,POINT (490443.6540898362 5222467.860403311),82
114,114,/orange/idtrees-collab/draped/2019_WOOD_3_477000_5224000_image.shp,477337.3693252394,5224658.451045067,0,,2019,WOOD,POINT (477337.3693252394 5224658.451045067),82
115,115,/orange/idtrees-collab/draped/2019_WOOD_3_494000_5223000_image.shp,494499.3341998282,5223494.039056663,0,,2019,WOOD,POINT (494499.3341998282 5223494.039056663),71
116,116,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5219000_image.shp,485903.3102524541,5219807.244718106,1,5.446276597118376,2019,WOOD,POINT (485903.3102524541 5219807.244718106),21
117,117,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5230000_image.shp,486471.0487094691,5230712.315801424,0,,2019,WOOD,POINT (486471.0487094691 5230712.315801424),71
118,118,/orange/idtrees-collab/draped/2019_WOOD_3_494000_5218000_image.shp,494629.3627163665,5218719.873375242,0,,2019,WOOD,POINT (494629.3627163665 5218719.873375242),71
119,119,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5225000_image.shp,489448.7204219354,5225825.520276712,0,,2019,WOOD,POINT (489448.7204219354 5225825.520276712),71
120,120,/orange/idtrees-collab/draped/2019_WOOD_3_495000_5221000_image.shp,495468.3084222867,5221388.704847404,0,,2019,WOOD,POINT (495468.3084222867 5221388.704847404),71
121,121,/orange/idtrees-collab/draped/2019_WOOD_3_478000_5219000_image.shp,478261.6574911736,5219902.654826515,0,,2019,WOOD,POINT (478261.6574911736 5219902.654826515),71
122,122,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5227000_image.shp,489286.8944780928,5227396.139039634,0,,2019,WOOD,POINT (489286.8944780928 5227396.139039634),81
123,123,/orange/idtrees-collab/draped/2019_WOOD_3_476000_5219000_image.shp,476335.4849283501,5219720.564882028,0,,2019,WOOD,POINT (476335.4849283501 5219720.564882028),71
124,124,/orange/idtrees-collab/draped/2019_WOOD_3_479000_5218000_image.shp,479042.6997089377,5218276.50602478,0,,2019,WOOD,POINT (479042.6997089377 5218276.50602478),81
125,125,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5219000_image.shp,480537.0856463146,5219814.660102812,1,3.0739998817443848,2019,WOOD,POINT (480537.0856463146 5219814.660102812),71
126,126,/orange/idtrees-collab/draped/2019_WOOD_3_490000_5228000_image.shp,490221.21568250796,5228581.422366221,0,,2019,WOOD,POINT (490221.215682508 5228581.422366221),81
127,127,/orange/idtrees-collab/draped/2019_WOOD_3_482000_5223000_image.shp,482844.8767635565,5223285.151170684,0,,2019,WOOD,POINT (482844.8767635565 5223285.151170684),41
128,128,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5222000_image.shp,486388.3422903514,5222105.5719618695,0,,2019,WOOD,POINT (486388.3422903514 5222105.571961869),82
129,129,/orange/idtrees-collab/draped/2019_WOOD_3_483000_5221000_image.shp,483224.7202832034,5221202.592426326,0,,2019,WOOD,POINT (483224.7202832034 5221202.592426326),71
130,130,/orange/idtrees-collab/draped/2019_WOOD_3_493000_5224000_image.shp,493354.6392282772,5224378.1616288535,0,,2019,WOOD,POINT (493354.6392282772 5224378.161628854),82
131,131,/orange/idtrees-collab/draped/2019_WOOD_3_486000_5224000_image.shp,486451.5802518462,5224147.186261913,0,,2019,WOOD,POINT (486451.5802518462 5224147.186261913),82
132,132,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5228000_image.shp,485598.5063870361,5228249.335661418,0,,2019,WOOD,POINT (485598.5063870361 5228249.335661418),71
133,133,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5216000_image.shp,481473.5423198044,5216339.063231318,0,,2019,WOOD,POINT (481473.5423198044 5216339.063231318),71
134,134,/orange/idtrees-collab/draped/2019_WOOD_3_480000_5221000_image.shp,480940.6009802375,5221344.616522308,0,,2019,WOOD,POINT (480940.6009802375 5221344.616522308),82
135,135,/orange/idtrees-collab/draped/2019_WOOD_3_490000_5222000_image.shp,490825.609023031,5222786.424580101,0,,2019,WOOD,POINT (490825.609023031 5222786.424580101),71
136,136,/orange/idtrees-collab/draped/2019_WOOD_3_477000_5225000_image.shp,477592.3365042464,5225545.412017178,15,5.7201938842598565,2019,WOOD,POINT (477592.3365042464 5225545.412017178),71
137,137,/orange/idtrees-collab/draped/2019_WOOD_3_479000_5221000_image.shp,479997.7271865812,5221537.64012054,1,3.794047428011893,2019,WOOD,POINT (479997.7271865812 5221537.64012054),71
138,138,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5220000_image.shp,481964.6110102568,5220614.146657558,0,,2019,WOOD,POINT (481964.6110102568 5220614.146657558),71
139,139,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5229000_image.shp,485407.32309841464,5229897.997867663,0,,2019,WOOD,POINT (485407.3230984146 5229897.997867663),81
140,140,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5221000_image.shp,485061.75387842685,5221360.598453845,0,,2019,WOOD,POINT (485061.7538784269 5221360.598453845),71
141,141,/orange/idtrees-collab/draped/2019_WOOD_3_485000_5230000_image.shp,485288.6460401282,5230228.1106288135,0,,2019,WOOD,POINT (485288.6460401282 5230228.110628814),71
142,142,/orange/idtrees-collab/draped/2019_WOOD_3_491000_5222000_image.shp,491256.41853004927,5222448.054165894,0,,2019,WOOD,POINT (491256.4185300493 5222448.054165894),71
143,143,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5228000_image.shp,489167.25102027954,5228693.8797080815,0,,2019,WOOD,POINT (489167.2510202795 5228693.879708081),21
144,144,/orange/idtrees-collab/draped/2019_WOOD_3_476000_5215000_image.shp,476725.840863374,5215544.42976116,0,,2019,WOOD,POINT (476725.840863374 5215544.42976116),82
145,145,/orange/idtrees-collab/draped/2019_WOOD_3_477000_5216000_image.shp,477723.4764236368,5216156.464632107,0,,2019,WOOD,POINT (477723.4764236368 5216156.464632107),71
146,146,/orange/idtrees-collab/draped/2019_WOOD_3_479000_5215000_image.shp,479579.5066764722,5215737.9210188715,0,,2019,WOOD,POINT (479579.5066764722 5215737.921018871),95
147,147,/orange/idtrees-collab/draped/2019_WOOD_3_481000_5228000_image.shp,481106.12573692296,5228027.93874255,1,5.861633768892287,2019,WOOD,POINT (481106.125736923 5228027.93874255),82
148,148,/orange/idtrees-collab/draped/2019_WOOD_3_484000_5222000_image.shp,484643.7214217355,5222345.246711528,0,,2019,WOOD,POINT (484643.7214217355 5222345.246711528),82
149,149,/orange/idtrees-collab/draped/2019_WOOD_3_476000_5221000_image.shp,476274.64301493356,5221439.520136953,0,,2019,WOOD,POINT (476274.6430149336 5221439.520136953),21
150,150,/orange/idtrees-collab/draped/2019_WOOD_3_492000_5217000_image.shp,492518.8460753797,5217344.986186423,0,,2019,WOOD,POINT (492518.8460753797 5217344.986186423),71
151,151,/orange/idtrees-collab/draped/2019_WOOD_3_489000_5220000_image.shp,489166.4837198897,5220380.302063476,0,,2019,WOOD,POINT (489166.4837198897 5220380.302063476),95
